Text;kategori
Anda menerima pembayaran. Masukkan informasi rekening Anda untuk klaim.;Fraud
Pembayaran Anda berhasil. Klik di sini untuk konfirmasi.;Fraud
Akun Facebook Anda terdeteksi aktivitas mencurigakan. Segera verifikasi identitas Anda.;Fraud
Anda memenangkan hadiah undian. Klik di sini untuk klaim.;Fraud
Kami membutuhkan verifikasi tambahan. Silakan kirimkan informasi Anda.;Fraud
Akun Anda akan dinonaktifkan. Verifikasi sekarang untuk menghindari penonaktifan.;Fraud
Selamat! Anda mendapatkan voucher belanja. Klik di sini untuk klaim.;Fraud
Transaksi mencurigakan terdeteksi. Segera perbarui informasi akun Anda.;Fraud
Kami dari bank XYZ, mohon verifikasi detail akun Anda.;Fraud
Anda menerima transfer. Klik di sini untuk klaim.;Fraud
Pembayaran Anda tertunda. Masukkan informasi pembayaran Anda untuk menyelesaikan.;Fraud
Akun Twitter Anda terdeteksi aktivitas mencurigakan. Verifikasi identitas Anda.;Fraud
Anda mendapatkan hadiah dari undian online. Klik di sini untuk klaim.;Fraud
Verifikasi tambahan diperlukan untuk akun Anda. Kirimkan informasi Anda.;Fraud
Selamat! Anda memenangkan hadiah. Klik di sini untuk klaim.;Fraud
Transaksi tidak sah terdeteksi. Segera verifikasi untuk mengamankan akun.;Fraud
Anda menerima bonus deposit. Masukkan informasi rekening Anda.;Fraud
Kartu kredit Anda akan dinonaktifkan. Perbarui informasi Anda.;Fraud
Pembayaran Anda gagal. Masukkan ulang informasi pembayaran Anda.;Fraud
Selamat! Anda mendapatkan hadiah. Klik di sini untuk klaim.;Fraud
Login mencurigakan terdeteksi. Segera verifikasi identitas Anda.;Fraud
Akun Instagram Anda telah dikunci. Klik di sini untuk membuka kunci.;Fraud
Anda memenangkan hadiah dari perusahaan. Hubungi kami segera.;Fraud
Akun Anda hampir penuh. Klik di sini untuk meningkatkan kapasitas.;Fraud
Transaksi mencurigakan terdeteksi. Segera login untuk verifikasi.;Fraud
Anda menerima hadiah spesial. Klik di sini untuk klaim.;Fraud
Pengiriman paket Anda tertunda. Masukkan detail pengiriman Anda.;Fraud
Kartu debit Anda akan diblokir. Perbarui informasi Anda.;Fraud
Pembayaran tagihan Anda tertunda. Klik di sini untuk melunasi.;Fraud
Anda menerima transfer uang. Masukkan detail rekening Anda.;Fraud
Selamat! Anda mendapatkan kupon belanja. Klik di sini untuk klaim.;Fraud
Selamat! Anda telah dipilih sebagai pemenang undian spesial dari Perusahaan XYZ. Hadiah Anda adalah uang tunai senilai Rp15.000.000. Untuk mengklaim hadiah ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Jangan lewatkan kesempatan emas ini!;Fraud
Bank ABC memperbarui sistem keamanan kami. Untuk memastikan akun Anda tetap aman, kami memerlukan verifikasi ulang informasi pribadi Anda. Klik tautan berikut untuk memulai proses verifikasi. Jika tidak diverifikasi dalam 24 jam, akun Anda mungkin akan dibekukan.;Fraud
Selamat! Anda terpilih sebagai salah satu dari sedikit pemenang yang beruntung yang akan menerima hadiah uang tunai sebesar Rp25.000.000 dari undian PT XYZ. Segera hubungi nomor layanan pelanggan kami di 0800-123-456 untuk petunjuk lebih lanjut tentang cara mengklaim hadiah Anda.;Fraud
Kami mendeteksi adanya aktivitas yang tidak biasa pada akun PayPal Anda. Untuk melindungi akun Anda dari penyalahgunaan, kami membutuhkan Anda untuk memverifikasi identitas Anda. Silakan klik tautan ini dan ikuti petunjuk untuk menyelesaikan proses verifikasi.;Fraud
Pengiriman paket Anda dari toko online ABC mengalami masalah karena informasi pengiriman yang tidak lengkap. Untuk memastikan paket Anda dikirim tepat waktu, harap klik tautan berikut dan masukkan detail pengiriman yang diperlukan. Terima kasih atas kerjasamanya!;Fraud
Peringatan: Akun Anda telah terdeteksi melakukan aktivitas mencurigakan. Untuk melindungi akun Anda dari akses tidak sah, kami memerlukan Anda untuk memperbarui informasi login Anda. Klik tautan ini untuk masuk ke akun Anda dan memperbarui informasi yang diperlukan.;Fraud
Kartu kredit Anda akan segera kadaluarsa dan memerlukan pembaruan informasi untuk memastikan tetap aktif. Klik tautan berikut untuk memperbarui informasi kartu kredit Anda dan hindari gangguan dalam penggunaan layanan kami. Terima kasih atas perhatian Anda.;Fraud
Selamat! Anda mendapatkan kesempatan eksklusif untuk memenangkan iPhone terbaru. Untuk ikut serta dalam undian ini, harap isi formulir di tautan berikut dengan informasi pribadi Anda. Jangan lewatkan kesempatan luar biasa ini untuk memiliki gadget impian Anda!;Fraud
Kami dari layanan pelanggan XYZ ingin memberi tahu Anda bahwa akun email Anda hampir mencapai batas kapasitas. Untuk menghindari kehilangan pesan penting, harap klik tautan ini dan tingkatkan kapasitas penyimpanan akun email Anda secara gratis.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, kami membutuhkan Anda untuk segera memverifikasi aktivitas terbaru di akun Anda. Klik tautan berikut untuk masuk dan periksa riwayat transaksi Anda. Terima kasih atas perhatian Anda.;Fraud
Selamat! Anda terpilih untuk menerima voucher belanja senilai Rp1.500.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam, jadi jangan lewatkan kesempatan ini!;Fraud
Kami dari Departemen Keamanan Bank XYZ mendeteksi adanya aktivitas tidak biasa di akun Anda. Untuk memastikan akun Anda tetap aman, harap segera klik tautan berikut dan lakukan verifikasi ulang informasi akun Anda. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda telah memenangkan perjalanan gratis selama 5 hari ke Bali dari Undian Perusahaan ABC. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda terpilih untuk menerima bonus deposit sebesar Rp1.000.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu debit Anda telah terblokir karena aktivitas mencurigakan. Untuk membuka blokir kartu dan melanjutkan penggunaan, harap klik tautan berikut dan perbarui informasi akun Anda. Jika tidak diperbarui dalam 24 jam, kartu Anda akan dinonaktifkan permanen.;Fraud
Akun Instagram Anda telah terdeteksi aktivitas yang mencurigakan. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Terima kasih atas perhatian Anda terhadap keamanan akun Anda.;Fraud
Anda telah dipilih untuk menerima hadiah spesial dari Bank ABC berupa uang tunai sebesar Rp5.000.000. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-456 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda belum selesai diproses karena adanya kesalahan informasi. Untuk menghindari pemutusan layanan, harap klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas perhatian Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya aktivitas tidak biasa di akun Twitter Anda. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Jika tidak diverifikasi dalam 24 jam, akun Anda mungkin akan dibekukan.;Fraud
Selamat! Anda telah memenangkan hadiah undian spesial berupa voucher belanja senilai Rp2.000.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam.;Fraud
Kami dari layanan pelanggan XYZ membutuhkan verifikasi tambahan untuk akun Anda. Harap klik tautan berikut dan lengkapi informasi yang diperlukan untuk memastikan akun Anda tetap aktif dan aman. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda mendapatkan hadiah spesial berupa uang tunai sebesar Rp10.000.000 dari Undian PT XYZ. Untuk mengklaim hadiah ini, harap hubungi nomor layanan pelanggan kami di 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, harap segera klik tautan berikut dan verifikasi aktivitas terbaru di akun Anda. Jika tidak diverifikasi, akun Anda mungkin akan dibekukan sementara.;Fraud
Anda menerima bonus deposit sebesar Rp500.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu kredit Anda akan segera kadaluarsa dan memerlukan pembaruan informasi untuk memastikan tetap aktif. Klik tautan berikut untuk memperbarui informasi kartu kredit Anda dan hindari gangguan dalam penggunaan layanan kami. Terima kasih atas perhatian Anda.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Selamat! Anda terpilih untuk menerima hadiah eksklusif berupa perjalanan gratis ke destinasi impian Anda. Untuk mengklaim hadiah ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Jangan lewatkan kesempatan luar biasa ini!;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Facebook Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda mendapatkan kesempatan eksklusif untuk memenangkan gadget terbaru dari undian PT XYZ. Untuk ikut serta dalam undian ini, harap isi formulir di tautan berikut dengan informasi pribadi Anda. Jangan lewatkan kesempatan ini!;Fraud
Akun email Anda hampir mencapai batas kapasitas. Untuk menghindari kehilangan pesan penting, harap klik tautan ini dan tingkatkan kapasitas penyimpanan akun email Anda secara gratis. Terima kasih atas perhatian Anda.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, kami membutuhkan Anda untuk segera memverifikasi aktivitas terbaru di akun Anda. Klik tautan berikut untuk masuk dan periksa riwayat transaksi Anda. Terima kasih.;Fraud
Selamat! Anda terpilih untuk menerima voucher belanja senilai Rp1.000.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam, jadi jangan lewatkan kesempatan ini!;Fraud
Kami dari Departemen Keamanan Bank XYZ mendeteksi adanya aktivitas tidak biasa di akun Anda. Untuk memastikan akun Anda tetap aman, harap segera klik tautan berikut dan lakukan verifikasi ulang informasi akun Anda. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda telah memenangkan perjalanan gratis selama 7 hari ke Bali dari Undian Perusahaan ABC. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda terpilih untuk menerima bonus deposit sebesar Rp2.000.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu debit Anda telah terblokir karena aktivitas mencurigakan. Untuk membuka blokir kartu dan melanjutkan penggunaan, harap klik tautan berikut dan perbarui informasi akun Anda. Jika tidak diperbarui dalam 24 jam, kartu Anda akan dinonaktifkan permanen.;Fraud
Akun Instagram Anda telah terdeteksi aktivitas yang mencurigakan. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Terima kasih atas perhatian Anda terhadap keamanan akun Anda.;Fraud
Anda telah dipilih untuk menerima hadiah spesial dari Bank ABC berupa uang tunai sebesar Rp5.000.000. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-456 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda belum selesai diproses karena adanya kesalahan informasi. Untuk menghindari pemutusan layanan, harap klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas perhatian Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya aktivitas tidak biasa di akun Twitter Anda. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Jika tidak diverifikasi dalam 24 jam, akun Anda mungkin akan dibekukan.;Fraud
Selamat! Anda telah memenangkan hadiah undian spesial berupa voucher belanja senilai Rp2.500.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam.;Fraud
Kami dari layanan pelanggan XYZ membutuhkan verifikasi tambahan untuk akun Anda. Harap klik tautan berikut dan lengkapi informasi yang diperlukan untuk memastikan akun Anda tetap aktif dan aman. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda mendapatkan hadiah spesial berupa uang tunai sebesar Rp15.000.000 dari Undian PT XYZ. Untuk mengklaim hadiah ini, harap hubungi nomor layanan pelanggan kami di 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, harap segera klik tautan berikut dan verifikasi aktivitas terbaru di akun Anda. Jika tidak diverifikasi, akun Anda mungkin akan dibekukan sementara.;Fraud
Anda menerima bonus deposit sebesar Rp1.500.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu kredit Anda akan segera kadaluarsa dan memerlukan pembaruan informasi untuk memastikan tetap aktif. Klik tautan berikut untuk memperbarui informasi kartu kredit Anda dan hindari gangguan dalam penggunaan layanan kami. Terima kasih atas perhatian Anda.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Selamat! Anda terpilih untuk menerima hadiah eksklusif berupa perjalanan gratis ke destinasi impian Anda. Untuk mengklaim hadiah ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Jangan lewatkan kesempatan luar biasa ini!;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Facebook Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda mendapatkan kesempatan eksklusif untuk memenangkan gadget terbaru dari undian PT XYZ. Untuk ikut serta dalam undian ini, harap isi formulir di tautan berikut dengan informasi pribadi Anda. Jangan lewatkan kesempatan ini!;Fraud
Akun email Anda hampir mencapai batas kapasitas. Untuk menghindari kehilangan pesan penting, harap klik tautan ini dan tingkatkan kapasitas penyimpanan akun email Anda secara gratis. Terima kasih atas perhatian Anda.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, kami membutuhkan Anda untuk segera memverifikasi aktivitas terbaru di akun Anda. Klik tautan berikut untuk masuk dan periksa riwayat transaksi Anda. Terima kasih.;Fraud
Selamat! Anda terpilih untuk menerima voucher belanja senilai Rp2.000.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam, jadi jangan lewatkan kesempatan ini!;Fraud
Kami dari Departemen Keamanan Bank XYZ mendeteksi adanya aktivitas tidak biasa di akun Anda. Untuk memastikan akun Anda tetap aman, harap segera klik tautan berikut dan lakukan verifikasi ulang informasi akun Anda. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda telah memenangkan perjalanan gratis selama 7 hari ke Bali dari Undian Perusahaan ABC. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda terpilih untuk menerima bonus deposit sebesar Rp2.500.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu debit Anda telah terblokir karena aktivitas mencurigakan. Untuk membuka blokir kartu dan melanjutkan penggunaan, harap klik tautan berikut dan perbarui informasi akun Anda. Jika tidak diperbarui dalam 24 jam, kartu Anda akan dinonaktifkan permanen.;Fraud
Akun Instagram Anda telah terdeteksi aktivitas yang mencurigakan. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Terima kasih atas perhatian Anda terhadap keamanan akun Anda.;Fraud
Anda telah dipilih untuk menerima hadiah spesial dari Bank ABC berupa uang tunai sebesar Rp7.500.000. Untuk mengklaim hadiah ini, harap hubungi layanan pelanggan kami di nomor 0800-123-456 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Pembayaran tagihan Anda belum selesai diproses karena adanya kesalahan informasi. Untuk menghindari pemutusan layanan, harap klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas perhatian Anda dalam menyelesaikan masalah ini.;Fraud
Kami mendeteksi adanya aktivitas tidak biasa di akun Twitter Anda. Untuk melindungi akun Anda dari penyalahgunaan, harap segera klik tautan berikut dan verifikasi identitas Anda. Jika tidak diverifikasi dalam 24 jam, akun Anda mungkin akan dibekukan.;Fraud
Selamat! Anda telah memenangkan hadiah undian spesial berupa voucher belanja senilai Rp3.000.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam.;Fraud
Kami dari layanan pelanggan XYZ membutuhkan verifikasi tambahan untuk akun Anda. Harap klik tautan berikut dan lengkapi informasi yang diperlukan untuk memastikan akun Anda tetap aktif dan aman. Terima kasih atas kerjasama Anda.;Fraud
Selamat! Anda mendapatkan hadiah spesial berupa uang tunai sebesar Rp20.000.000 dari Undian PT XYZ. Untuk mengklaim hadiah ini, harap hubungi nomor layanan pelanggan kami di 0800-123-789 atau klik tautan berikut untuk informasi lebih lanjut.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, harap segera klik tautan berikut dan verifikasi aktivitas terbaru di akun Anda. Jika tidak diverifikasi, akun Anda mungkin akan dibekukan sementara.;Fraud
Anda menerima bonus deposit sebesar Rp2.000.000 dari Bank XYZ. Untuk mengklaim bonus ini, harap klik tautan berikut dan masukkan informasi rekening Anda. Bonus ini hanya tersedia untuk waktu terbatas, jadi segera klaim sekarang!;Fraud
Kartu kredit Anda akan segera kadaluarsa dan memerlukan pembaruan informasi untuk memastikan tetap aktif. Klik tautan berikut untuk memperbarui informasi kartu kredit Anda dan hindari gangguan dalam penggunaan layanan kami. Terima kasih atas perhatian Anda.;Fraud
Pembayaran tagihan Anda mengalami masalah dan tidak dapat diproses. Untuk menghindari denda keterlambatan, harap segera klik tautan berikut dan perbarui informasi pembayaran Anda. Terima kasih atas kerjasama Anda dalam menyelesaikan masalah ini.;Fraud
Selamat! Anda terpilih untuk menerima hadiah eksklusif berupa perjalanan gratis ke destinasi impian Anda. Untuk mengklaim hadiah ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Jangan lewatkan kesempatan luar biasa ini!;Fraud
Kami mendeteksi adanya upaya login yang mencurigakan ke akun Facebook Anda dari lokasi yang tidak dikenal. Untuk melindungi akun Anda, harap segera klik tautan ini dan verifikasi identitas Anda. Jika tidak, akun Anda mungkin akan dibekukan sementara.;Fraud
Selamat! Anda mendapatkan kesempatan eksklusif untuk memenangkan gadget terbaru dari undian PT XYZ. Untuk ikut serta dalam undian ini, harap isi formulir di tautan berikut dengan informasi pribadi Anda. Jangan lewatkan kesempatan ini!;Fraud
Akun email Anda hampir mencapai batas kapasitas. Untuk menghindari kehilangan pesan penting, harap klik tautan ini dan tingkatkan kapasitas penyimpanan akun email Anda secara gratis. Terima kasih atas perhatian Anda.;Fraud
Transaksi mencurigakan terdeteksi di akun bank Anda. Untuk melindungi dana Anda, kami membutuhkan Anda untuk segera memverifikasi aktivitas terbaru di akun Anda. Klik tautan berikut untuk masuk dan periksa riwayat transaksi Anda. Terima kasih.;Fraud
Selamat! Anda terpilih untuk menerima voucher belanja senilai Rp3.500.000 dari Toko ABC. Untuk mengklaim voucher ini, harap klik tautan berikut dan masukkan informasi pribadi Anda. Voucher ini hanya berlaku selama 48 jam, jadi jangan lewatkan kesempatan ini!;Fraud
Kami dari Departemen Keamanan Bank XYZ mendeteksi adanya aktivitas tidak biasa di akun Anda. Untuk memastikan akun Anda tetap aman, harap segera klik tautan berikut dan lakukan verifikasi ulang informasi akun Anda. Terima kasih atas kerjasama Anda.;Fraud
